"Title","Source","Date","Url","Category"
"Missing Metals: The Big Gold Squeeze","Daily Reckoning",2025-02-14 18:12:05,https://dailyreckoning.com/missing-metals-the-big-gold-squeeze/,Blog
"U.S. Attorneys for Southern District of New York Resign","Angry Bear",2025-02-14 17:04:58,https://angrybearblog.com/2025/02/u-s-attorneys-for-southern-district-of-new-york-resign,Blog
"The Recession Proof Economy of Financial Data Meets The Degenerate Economy ...Look Out Above","Howard Lindzon",2025-02-14 14:49:40,https://www.howardlindzon.com/p/the-recession-proof-economy-of-financial-data-meets-the-degenerate-economy-look-out-above,Blog
"Retail Sales Crash – Did the Consumer Finally Throw in the Towel?","Mish's Global Economic Trend Analysis",2025-02-14 13:56:58,https://mishtalk.com/economics/retail-sales-crash-did-the-consumer-finally-throw-in-the-towel/,Blog
"Q1 GDP Tracking: Low 2% Range","Calculated Risk",2025-02-14 13:52:00,http://www.calculatedriskblog.com/2025/02/q1-gdp-tracking-low-2-range.html,Blog
"Union-killing bill dies in New Hampshire","Angry Bear",2025-02-14 13:11:36,https://angrybearblog.com/2025/02/union-killing-bill-dies-in-new-hampshire,Blog
"Friday links: changing the game","Abnormal Returns",2025-02-14 11:36:23,https://abnormalreturns.com/2025/02/14/friday-links-changing-the-game/,Blog
"MiB: Christine Phillpotts, Ariel Investments","The Big Picture",2025-02-14 11:30:22,https://ritholtz.com/2025/02/mib-christine-phillpotts/,Blog
"3rd Look at Local Housing Markets in January","Calculated Risk",2025-02-14 10:49:07,http://www.calculatedriskblog.com/2025/02/3rd-look-at-local-housing-markets-in.html,Blog
"Stock Market Sleeps On Stereotaxis MAGiC CE Mark","Seeking Alpha",2025-02-14 10:41:39,https://seekingalpha.com/article/4758479-stock-market-sleeps-on-stereotaxis-magic-ce-mark?source=feed_tag_editors_picks,Blog
"Industrial Production Increased 0.5% in January","Calculated Risk",2025-02-14 09:22:03,http://www.calculatedriskblog.com/2025/02/industrial-production-increased-05-in.html,Blog
"Podcast links: managing your emotions","Abnormal Returns",2025-02-14 09:21:42,https://abnormalreturns.com/2025/02/14/podcast-links-managing-your-emotions/,Blog
"Retail Sales Decreased 0.9% in January","Calculated Risk",2025-02-14 08:37:44,http://www.calculatedriskblog.com/2025/02/retail-sales-decreased-09-in-january.html,Blog
"SoftBank Group Q3 Earnings: Bad Timing For AI Exposure","Seeking Alpha",2025-02-14 08:15:00,https://seekingalpha.com/article/4758403-softbank-group-q3-earnings-bad-timing-for-ai-exposure?source=feed_tag_editors_picks,Blog
"German Elections Feb 23 – Only One Coalition Makes Sense (But No One Wants It)","Mish's Global Economic Trend Analysis",2025-02-14 07:35:00,https://mishtalk.com/economics/german-elections-feb-23-only-one-coalition-makes-sense-but-no-one-wants-it/,Blog
"Research Review | 14 FEB 2025 | Rebalancing and Asset Allocation","The Capital Spectator",2025-02-14 06:21:41,https://www.capitalspectator.com/research-review-14-feb-2025-rebalancing-and-asset-allocation/,Blog
"Macro Briefing: 14 February 2025","The Capital Spectator",2025-02-14 05:51:43,https://www.capitalspectator.com/macro-briefing-14-february-2025/,Blog
"The Impact Of Tariffs Is Not As Bearish As Predicted","Real Investment Advice",2025-02-14 04:36:00,https://realinvestmentadvice.com/resources/blog/the-impact-of-tariffs-is-not-as-bearish-as-predicted/,Blog
"The Fiscal Freeze Is Coming","Real Investment Advice",2025-02-14 04:11:00,https://realinvestmentadvice.com/resources/blog/the-fiscal-freeze-is-coming/,Blog
"Paramount: Extremely Attractive Arbitrage Play Into $15 Class-B Offer","Seeking Alpha",2025-02-13 22:30:25,https://seekingalpha.com/article/4758282-paramount-extremely-attractive-arbitrage-play-into-15-class-b-offer?source=feed_tag_editors_picks,Blog
"Trump Fails to Pull the Trigger on Reciprocal Tariffs, Will Study the Issue","Mish's Global Economic Trend Analysis",2025-02-13 21:27:47,https://mishtalk.com/economics/trump-fails-to-pull-the-trigger-on-reciprocal-tariffs-will-study-the-issue/,Blog
"Friday: Retail Sales, Industrial Production","Calculated Risk",2025-02-13 19:21:00,http://www.calculatedriskblog.com/2025/02/friday-retail-sales-industrial.html,Blog
"North American Trade Wars","Daily Reckoning",2025-02-13 18:00:03,https://dailyreckoning.com/north-american-trade-wars/,Blog
"S&P Challenges 'Bull Trap'","Fallond Stock Picks",2025-02-13 16:37:16,https://www.markets.fallondpicks.com/2025/02/s-challenges-bull-trap.html,Blog
"Producer Price Index (PPI) Soars Led by a Surge of Positive Revisions","Mish's Global Economic Trend Analysis",2025-02-13 14:39:56,https://mishtalk.com/economics/producer-price-index-ppi-soars-led-by-a-surge-of-positive-revisions/,Blog
"Robinhood Crosses $50 billion Market Capitalization...A Few Thoughts","Howard Lindzon",2025-02-13 13:18:41,https://www.howardlindzon.com/p/robinhood-crosses-50-billion-market-capitalization-a-few-thoughts,Blog
"Thursday links: responding to crashes","Abnormal Returns",2025-02-13 13:06:55,https://abnormalreturns.com/2025/02/13/thursday-links-responding-to-crashes/,Blog
"Blissful Ignorance Now","Daily Reckoning",2025-02-13 11:19:15,https://dailyreckoning.com/blissful-ignorance-now/,Blog
"Longform links: built not born","Abnormal Returns",2025-02-13 10:12:23,https://abnormalreturns.com/2025/02/13/longform-links-built-not-born/,Blog
"10-Year US Treasury Yield ‘Fair Value’ Estimate: 13 February 2025","The Capital Spectator",2025-02-13 07:23:57,https://www.capitalspectator.com/10-year-us-treasury-yield-fair-value-estimate-13-february-2025/,Blog
"Macro Briefing: 13 February 2025","The Capital Spectator",2025-02-13 06:14:42,https://www.capitalspectator.com/macro-briefing-13-february-2025/,Blog
"CPI Rose More Than Expected","Real Investment Advice",2025-02-13 06:05:00,https://realinvestmentadvice.com/resources/blog/cpi-rose-more-than-expected/,Blog
"Trump’s Microcap Renaissance","Daily Reckoning",2025-02-12 18:00:37,https://dailyreckoning.com/trumps-microcap-renaissance/,Blog
"Who Are More Degenerate Gamblers, Sports Investors or Investors?","The Big Picture",2025-02-12 17:20:29,https://ritholtz.com/2025/02/degenerate-gamblers/,Blog
"Wednesday links: the broken market excuse","Abnormal Returns",2025-02-12 13:34:42,https://abnormalreturns.com/2025/02/12/wednesday-links-the-broken-market-excuse/,Blog
"New Trends With Friends Episode: Golf’s Biggest Disruption Yet: Grass Clippings, YouTube Stars & The PGA’s Future","Howard Lindzon",2025-02-12 12:11:09,https://www.howardlindzon.com/p/new-trends-with-friends-episode-golf-s-biggest-disruption-yet-grass-clippings-youtube-stars-the-pga,Blog
"Personal finance links: the immense role of luck","Abnormal Returns",2025-02-12 10:29:47,https://abnormalreturns.com/2025/02/12/personal-finance-links-the-immense-role-of-luck/,Blog
"Desperately Seeking Yield: 12 February 2025","The Capital Spectator",2025-02-12 07:34:35,https://www.capitalspectator.com/desperately-seeking-yield-12-february-2025/,Blog
"Macro Briefing: 12 February 2025","The Capital Spectator",2025-02-12 06:50:58,https://www.capitalspectator.com/macro-briefing-12-february-2025/,Blog
"Truflation Data Points To A Coming Decline In CPI","Real Investment Advice",2025-02-12 05:18:00,https://realinvestmentadvice.com/resources/blog/truflation-data-points-to-a-coming-decline-in-cpi/,Blog
"Growth And Value Are Not Mutually Exclusive","Real Investment Advice",2025-02-12 04:14:00,https://realinvestmentadvice.com/resources/blog/growth-and-value-are-not-mutually-exclusive/,Blog
"Gold Miners or NVIDIA? You Choose…","Daily Reckoning",2025-02-11 18:00:56,https://dailyreckoning.com/gold-miners-or-nvidia-you-choose/,Blog
"Market Drift Continues On Low Volume","Fallond Stock Picks",2025-02-11 16:54:27,https://www.markets.fallondpicks.com/2025/02/market-drift-continues-on-low-volume.html,Blog
"Tuesday links: line-item thinking","Abnormal Returns",2025-02-11 13:51:16,https://abnormalreturns.com/2025/02/11/tuesday-links-line-item-thinking/,Blog
"Hello From Spain (Canary Islands)","Howard Lindzon",2025-02-11 12:51:42,https://www.howardlindzon.com/p/hello-from-spain-canary-islands,Blog
"Hockey Stick Profits","Daily Reckoning",2025-02-11 10:33:51,https://dailyreckoning.com/hockey-stick-profits/,Blog
